[1.0, 1.0, 0.5052083333333334, 24, 24, 1552, 0.4577758312225342, 0.01907399296760559]
[1.5, 1.0, 0.513671875, 24, 24, 1578, 0.4079711437225342, 0.01699879765510559]
[2.0, 1.0, 0.513671875, 24, 24, 1578, 0.3349745273590088, 0.013957271973292032]
[2.5, 1.0, 0.5, 24, 24, 1536, 0.3393990993499756, 0.014141629139582316]
[3.0, 1.0, 0.5026041666666666, 24, 24, 1544, 0.33095407485961914, 0.013789753119150797]
[3.5, 1.0, 0.5104166666666666, 24, 24, 1568, 0.25865602493286133, 0.010777334372202555]
[4.0, 1.0, 0.5074869791666666, 24, 24, 1559, 0.21808385848999023, 0.009086827437082926]
[4.5, 1.0, 0.4986979166666667, 24, 24, 1532, 0.22603988647460938, 0.009418328603108725]
[5.0, 1.0, 0.494140625, 24, 24, 1518, 0.20976996421813965, 0.00874041517575582]
[5.5, 1.0, 0.4951171875, 24, 24, 1521, 0.20144176483154297, 0.008393406867980957]
